map_message_epoch_dups,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
192,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
193,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
194,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
195,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
196,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
197,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
198,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
199,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
200,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
201,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
202,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
203,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
204,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
205,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
206,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
207,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
208,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
209,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
210,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
211,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
212,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
213,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
214,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
215,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
216,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
217,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
218,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
219,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
220,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
221,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
222,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
223,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
224,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
225,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
226,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
227,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
228,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
229,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
230,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
231,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
232,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
233,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
234,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
235,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
236,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
237,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
238,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
239,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
240,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
241,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
242,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
243,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
244,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
245,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
246,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
247,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
248,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
249,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
250,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
251,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
252,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
253,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
254,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
255,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
256,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
257,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
258,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
259,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
260,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
261,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
262,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
263,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
264,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
265,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
266,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
267,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
268,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
269,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
270,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
271,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
272,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
273,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
274,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
275,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
276,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
277,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
278,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
279,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
280,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
281,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
282,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
283,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
284,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
285,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
286,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
287,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
288,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
289,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
290,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
291,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
292,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
293,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
294,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
295,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
296,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
297,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
298,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
299,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
300,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
301,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
302,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
303,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
304,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
305,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
306,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
307,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
308,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
309,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
310,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
311,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
312,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
313,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
314,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
315,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
316,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
317,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
318,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
319,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
320,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
321,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
322,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
323,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
324,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
325,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
326,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
327,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
328,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
329,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
330,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
331,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
332,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
333,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
334,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
335,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
336,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
337,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
338,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
339,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
340,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
341,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
342,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
343,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
344,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
345,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
346,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
347,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
348,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
349,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
350,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
351,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
352,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
353,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
354,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
355,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
356,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
357,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
358,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
359,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
360,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
361,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
362,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
363,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
364,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
365,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
366,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
367,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
368,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
369,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
370,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
371,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
372,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
373,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
374,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
375,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
376,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
377,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
378,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
379,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
380,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
381,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
382,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
383,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
384,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
385,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
386,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
387,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
388,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
389,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
390,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
391,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
392,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
393,125,113,83,124,124,112,126,96,127,88,120,133,133,107,125,124,100,138,68,61,130,73,82,91,95,40,66,51,65,69,16,41
