op_rw_wait_ta_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
352,0.004513,0,0,0,0,0,0,0,0.005979,0,0,0.004243,0,0,0,0,0,0,0.006378,0.00232,0,0.002656,0,0,0.003504,0,0,0,0.006084,0,0,0
353,0,0,0.002265,0,0,0,0,0,0.001626,0.002814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0,0,0,0,0,0,0.002338,0,0,0,0,0,0,0,0.005638,0,0,0,0,0,0,0,0,0,0,0
356,0.010025,0,0,0,0.005473,0.015237,0,0,0,0.003429,0.020974,0,0,0,0.007712,0,0,0,0,0,0,0.012072,0,0,0,0,0,0,0.002602,0,0,0
357,0.014207,0,0.017352,0,0.020242,0,0,0,0,0,0,0,0,0,0,0.000757,0,0,0,0,0,0.002533,0,0,0,0,0.013014,0,0.013185,0.001955,0,0
358,0.005646,0.00554,0.004463,0.004779,0,0,0,0,0.003462,0.006325,0.007477,0,0,0,0.005968,0.008893,0,0.017392,0,0,0,0,0,0,0.022206,0,0,0,0.00604,0.006707,0,0
359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006977,0,0,0.004472,0,0,0,0,0,0,0,0
360,0,0,0,0.010322,0.002058,0.009978,0,0.009372,0,0,0,0,0,0,0,0.00193,0,0,0,0,0,0,0,0,0.002978,0.013732,0,0,0.016281,0,0,0.021332
361,0,0,0.003362,0,0,0,0,0.001343,0,0.025628,0,0,0,0,0,0,0,0.00637,0.016078,0.002045,0.008682,0,0,0,0,0.005166,0,0,0.007009,0.004922,0.014817,0.024278
362,0,0.008037,0,0,0,0,0,0.012284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023317,0.025448,0,0,0,0,0,0,0.002138,0,0
363,0,0,0,0,0,0,0,0,0,0,0,0.006247,0,0,0.006607,0,0,0.001135,0,0,0,0.001723,0,0,0.003344,0.006471,0,0.00404,0,0.004695,0,0
364,0.004249,0,0.007584,0.001428,0.005934,0.005636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0,0,0,0.00215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002084,0,0,0,0,0,0,0,0,0,0,0,0
367,0,0,0,0,0,0,0,0,0,0,0.001305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003219,0,0
368,0.012773,0,0.013133,0.001845,0,0.01276,0,0.011184,0.010001,0.007153,0.016847,0.006236,0.012913,0,0.012289,0.012085,0,0,0,0.000783,0,0,0,0,0,0.014433,0,0.005661,0,0,0,0.002077
369,0.013641,0.011415,0.008259,0.00971,0.00154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011949,0,0,0,0.012038,0.012423,0,0
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015604,0,0,0,0,0.001267,0,0.00073,0,0,0,0,0,0,0,0
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013908,0,0,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0,0,0,0.006389,0,0,0,0,0,0.004831,0,0,0,0,0,0,0,0,0,0.007384,0,0,0
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000985,0,0,0,0,0
375,0,0.003734,0,0.006192,0,0,0,0.003286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,0,0,0,0,0,0,0,0,0,0,0.000839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0,0,0.001221,0,0,0,0,0,0,0,0,0,0,0,0,0.00123,0,0.001108,0,0.009118,0.003983,0,0,0,0
380,0,0,0.003597,0.00343,0.006922,0,0,0,0,0,0,0,0,0.029122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004332,0.008812,0,0.001622,0,0,0,0,0,0,0,0
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003146,0,0,0.002522,0,0,0,0.002736
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,0,0.012806,0.000929,0.000937,0,0,0.001223,0.011521,0.001455,0,0,0,0,0,0.011441,0.003006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000857,0,0,0,0,0,0,0,0,0,0,0,0,0
388,0,0.001326,0,0,0,0,0,0,0,0,0,0,0,0.008299,0,0,0,0,0,0,0,0,0,0,0.00113,0.003459,0,0.001478,0,0,0.006378,0
389,0,0.007202,0,0.001035,0.00822,0,0,0.007126,0,0,0,0.001031,0,0,0.006115,0.002323,0,0,0,0,0,0,0,0,0,0,0.001616,0.000808,0,0,0,0
390,0,0,0,0,0,0,0.001998,0,0,0,0,0.001135,0,0,0,0,0,0,0,0,0.001778,0,0,0,0,0,0,0,0,0,0,0.006199
391,0.002598,0,0,0,0.001437,0,0,0,0,0,0,0,0,0,0,0.005613,0,0,0,0,0,0,0,0,0.006191,0,0.005665,0,0,0,0,0
392,0,0,0,0,0.007851,0,0,0.004748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006754,0,0,0,0,0,0,0,0
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00388,0,0,0.005387,0.005652,0,0,0.004542,0,0,0,0,0,0
394,0,0,0,0,0,0,0,0,0.005951,0.003989,0,0,0,0.005496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002319,0
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001097,0,0.003805,0.000712,0,0,0,0,0,0.003457,0,0,0,0,0,0,0,0.003291
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002748,0,0,0,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003581,0
400,0,0,0,0,0,0,0.006312,0,0,0,0,0,0,0,0,0,0,0,0,0.001042,0,0,0,0,0,0,0,0,0,0.012436,0.000937,0.00133
401,0,0,0,0.004073,0.008031,0.003948,0.002571,0,0.003806,0.007843,0,0.003309,0,0.005058,0,0.009989,0,0,0,0,0,0,0,0,0,0,0,0.003361,0.003152,0,0,0
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007024,0.006753,0,0,0.003179,0.003171,0.002807,0.004741,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003476,0,0,0,0,0,0
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003201,0,0,0,0,0,0,0,0,0.024257,0.023318,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0,0,0,0,0.012584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,0,0,0,0.001893,0,0,0,0,0,0,0,0.001104,0,0,0.003037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004216,0
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0,0.005132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,0,0,0,0.025791,0.005626,0,0,0,0,0,0,0.004322,0.005832,0,0,0.001808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,0,0,0.001284,0,0,0,0.003758,0,0,0,0,0.001233,0.001437,0.002627,0.001789,0,0.001852,0.007018,0,0,0,0,0,0.001751,0,0,0,0,0,0,0,0
418,0,0.002411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0.027668,0.001078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008231
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003997,0,0,0,0,0,0,0
422,0.001437,0.001302,0,0,0,0.007148,0,0.008523,0.02075,0,0.020729,0,0,0.103358,0,0.031081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026369
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003577,0.001295,0,0,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001177,0,0,0,0,0,0.008557,0
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,0,0,0,0,0.001527,0.001919,0.004454,0.005816,0.00444,0.014822,0.001591,0,0.020814,0,0.023584,0.020423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,0,0,0,0.020431,0.022118,0.021865,0,0.027616,0,0,0,0,0,0,0,0,0.023454,0,0.019712,0,0,0.003594,0.022789,0.014544,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0,0,0,0.001034,0,0.000914,0,0,0,0,0.004022,0,0,0,0,0,0,0,0,0,0.000989,0,0.010416,0,0
432,0,0,0.039474,0,0,0,0,0,0,0,0,0,0.02076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003037,0.02005,0,0.001114
433,0,0,0,0,0,0,0,0,0.005421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,0,0,0.001804,0,0,0,0.002187,0.001037,0,0,0,0.004443,0,0.004563,0,0,0,0,0,0,0,0,0.000886,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004216,0.006753,0.003252,0,0.00316,0,0.000972,0.001917,0,0,0.002886,0,0,0
438,0,0,0,0.014468,0,0.002744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004441,0,0,0,0,0,0,0
439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005192,0,0,0,0,0
440,0,0.002531,0,0,0.002695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,0,0,0,0,0,0.003085,0,0.003573,0,0,0,0,0.03103,0,0,0,0,0,0,0,0,0,0,0,0,0.006421,0,0,0,0,0,0
444,0,0,0,0,0,0,0,0,0.002364,0,0,0,0,0,0,0,0.005958,0.00512,0.006771,0.01053,0,0,0,0,0,0.00377,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0,0.001318,0,0,0,0,0,0,0,0,0,0,0.002637,0,0,0,0,0.005097,0,0,0,0,0,0
446,0,0,0,0.004612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002351,0,0,0,0.000858,0,0.001213,0,0,0,0,0,0,0,0
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121,0,0,0,0,0,0,0,0,0,0.002896,0,0,0.002207,0,0,0,0
449,0.004651,0.001476,0.002457,0,0.000984,0,0,0,0,0,0,0,0.003076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,0.007386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,0,0,0,0,0,0,0,0,0.003456,0,0,0,0,0,0.011195,0,0,0,0,0,0,0,0,0,0,0,0.013014,0,0,0,0,0
456,0,0,0,0,0,0,0.005991,0.030615,0,0,0,0,0,0,0,0,0,0.005715,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,0,0,0,0,0.006682,0.018222,0.01231,0.00077,0,0.005632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008343,0.008419,0.002496,0.009334,0,0.020225
461,0,0,0,0,0,0.00109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000925,0.001467,0.002159,0,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004829,0,0,0,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,0,0,0,0,0.00075,0,0,0,0,0,0,0,0,0,0,0.00094,0,0,0,0,0,0,0,0,0,0,0,0,0.007438,0,0,0
471,0,0.011088,0,0,0,0,0,0.00464,0,0,0,0,0,0,0,0,0,0,0,0.009417,0,0,0,0,0,0,0,0,0,0,0,0
472,0.004239,0.003562,0.004056,0,0,0,0,0.000924,0.005014,0,0,0,0,0,0,0.001474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
479,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
